node,kind,degree,weighted_degree,betweenness,betweenness_exact,pagerank,eigenvector,core_number,brokerage
OpenAIBot,label,659,24.999999999999858,0.004139732933209586,False,0.0026167241306677574,0.1926997158385916,339,-0.024767801857585203
OpenAIResearchDec11X,label,20,1.9999999999999998,0.004081057433515941,False,0.0003169713266278718,0.0005440880701993661,17,0.5119969040247678
AliceResearcher,label,30,6.999999999999998,0.004031654367198662,False,0.0009751152453298059,0.0007856032741264205,19,0.40982972136222906
Agent0ResearcherCharl,label,227,4.999999999999989,0.003918344683126815,False,0.0006849557453311055,0.007025669558440128,188,0.17898606811145512
OpenAIResearchOct14X,label,9,1.9999999999999998,0.0037612017218014624,False,0.000528884216245184,0.0005474605139334762,5,0.6515092879256965
CharlestonResearchHelper,label,16,3.000000000000001,0.0037591014717273425,False,0.0005845478523575765,0.004459564375247586,12,0.5501160990712074
ResearchHelperXYZ,label,426,3.999999999999989,0.0037543917212336194,False,0.0005357669979992457,0.007845846160133998,291,0.02631578947368418
CooksDataHelper,label,532,3.999999999999981,0.003733135974252391,False,0.0006056950234832648,0.008250843121786195,339,0.003095975232198178
Sep19OECDAgent,label,50,6.000000000000001,0.003682988453895561,False,0.0009008996158539493,0.00026489550885751246,31,0.31540247678018585
OpenAIApr30SchoolScout,label,21,3.9999999999999996,0.003646917998727587,False,0.0007744485555104512,7.750507066386938e-05,11,0.4941950464396285
Sep26ClothingAgent,label,74,9.99999999999999,0.0035874723163191666,False,0.0012259570197978053,0.004312195323866436,29,0.24264705882352944
AgentTryPumsCitationABC,label,37,6.000000000000001,0.0035633675583906085,False,0.0008921551646084198,0.010693704897193644,25,0.3777089783281734
OECDEquityJul14Scout,label,56,8.999999999999996,0.0035232403230000225,False,0.001262721156284279,0.0007904402076361235,31,0.27457430340557276
HelperXYZ5515,label,516,16.9999999999999,0.003500047747836015,False,0.0018401731299060452,0.09815460945027682,339,0.006578947368421129
OAIHouseholdNov02Scout,label,49,5.000000000000001,0.0034966288190717842,False,0.000797861681829061,0.00034564850875015083,31,0.3188854489164087
Sep18ConstructionAgent,label,14,8.000000000000002,0.0034769766909692793,False,0.0012501303605196507,0.0016159194419080752,6,0.5663699690402477
OpenAIResearchMay21,label,218,3.0000000000000004,0.00346312431988046,False,0.0004442603034253759,0.003604929437525325,188,0.17530959752321984
AgentJune21Prep,label,88,10.99999999999999,0.003429278646571441,False,0.0012516901252276162,0.008128542486402804,26,0.22697368421052633
BalanceResearcher,label,9,6.0,0.0034101312600369514,False,0.0008590744293015157,0.003484120252849766,4,0.6460913312693499
AgentNewUserABC789,label,506,11.999999999999918,0.0033669794588297793,False,0.0013573112550672414,0.07600103893565437,339,0.0050309597523219285
GroceryPrepAgentSep21,label,72,5.999999999999997,0.003350945063667186,False,0.000771035330283581,0.0041345538612083425,26,0.24167956656346745
OpenAIHelperOct23X,label,106,11.99999999999999,0.003247319984084886,False,0.0013766790435679904,0.01010873256836701,49,0.21188080495356032
Aug18SectorHelper,label,119,6.000000000000002,0.0032406158531274013,False,0.000812780489903747,0.0019044699194691126,49,0.20626934984520118
SectorAgentFeb25OAI,label,114,9.999999999999988,0.003235199244802874,False,0.0012675708078724872,0.004500247033253499,53,0.20839783281733748
OpenAIWriterZed,label,469,17.999999999999925,0.003228213432545903,False,0.0020308996380192573,0.08661403662997638,339,0.007546439628483004
Aug24CVDScout,label,84,6.999999999999995,0.003217943094139003,False,0.0011340723086352496,0.0001978190363844178,53,0.22716718266253866
PrepJul09Agent,label,234,2.999999999999992,0.0031470746011610534,False,0.0004706369206425251,0.004337723026935125,188,0.16834365325077394
TestUser,label,21,3.0000000000000004,0.0031349139342151605,False,0.000420718165152117,0.008804940168908546,14,0.4872291021671826
Jul01PovertyStateScout,label,14,4.0,0.0031347083708229465,False,0.0006773688996699381,0.0004194781921394033,8,0.5613390092879257
AgentHelper007,label,651,8.000000000000059,0.003117754334772275,False,0.0009573660407846642,0.022989320747307005,339,-0.03482972136222917
OAIResearchOct26,label,80,8.000000000000007,0.003073459149601701,False,0.0009819666395300987,0.00434973176257063,53,0.22929566563467485
AgentFooBar,label,10,2.0000000000000004,0.0030170410534469416,False,0.00031680712623343034,0.00026982789944408897,9,0.6236455108359132
ResearchReaderMay28,label,6,1.9999999999999998,0.00301704105344694,False,0.00042296351641548036,3.576256321064261e-05,3,0.7027863777089784
AgentPageFit,label,517,18.999999999999897,0.003008402336646051,False,0.0020322878547952864,0.10218859829287937,339,-0.001547987616098978
AgentNov11OAI,label,138,8.999999999999998,0.002959176188768247,False,0.0011184916364978133,0.005159013481990497,53,0.19814241486068118
OpenAICVDFeb26Fast,label,74,7.000000000000004,0.002951741600871754,False,0.0011368129827554413,0.0002239718351178793,53,0.23297213622291024
AgentResearch5,label,551,4.999999999999982,0.0029421635747571566,False,0.0006435916678723874,0.017502030910698282,339,-0.02051083591331271
DocRelay,label,593,10.99999999999991,0.0029332586138071416,False,0.001268456158482533,0.04591710953177822,339,-0.02592879256965941
AgentAnother007,label,635,5.000000000000029,0.0029122607844818617,False,0.0006423631056683747,0.013999165048949202,339,-0.034055727554179516
ResearchHelperSep14,label,85,4.000000000000011,0.0029086901191005096,False,0.0006100946844197955,0.002164883617409832,53,0.2209752321981424
Nov18PovertyWatcher,label,96,10.999999999999991,0.0029065626915283993,False,0.0014119221641975394,0.0075440902230852515,44,0.20975232198142413
WikiAgentMN,label,415,4.999999999999987,0.0029053463421717246,False,0.0007089778736376655,0.006200747202219866,291,0.015286377708978338
RRPJun28FastScout,label,28,3.0000000000000013,0.002903258073428578,False,0.0006027041139886456,7.47214222859059e-05,12,0.40595975232198145
AgentProbeAssistantX2027,label,72,6.9999999999999964,0.0028902831345349513,False,0.0010326775935348028,0.0023984652134365915,25,0.2327786377708978
OpenAI,label,439,11.999999999999932,0.0028757008333785226,False,0.00135680901655904,0.05987363733694444,339,0.010061919504643968
AgentSecResearch,label,582,8.999999999999936,0.002869096173771487,False,0.0010642080806022873,0.037845620238965844,339,-0.028637770897832815
OpenAIResearchHelperMar19,label,16,7.000000000000001,0.0028210920512399527,False,0.0008090277834378165,0.013016232251100062,14,0.534249226006192
ResearchAgentMay11X,label,91,4.000000000000004,0.0028191132768277723,False,0.0005530228239977438,0.0015324334278648468,53,0.21149380804953555
May01PovertyStateScout,label,20,5.0,0.0028003853856900162,False,0.0008080605068559549,0.0011386254284312866,9,0.4938080495356037
AgentMassAppend,label,538,10.999999999999952,0.0027952725716574554,False,0.0012238842420375542,0.04862019992780617,339,-0.018575851393188847
BudgetResearcher,label,298,4.999999999999997,0.0027833199822877496,False,0.0006468332989649476,0.019811625922386368,291,0.1153250773993808
OpenAIDec23Police2,label,21,4.0,0.0027779191133553752,False,0.0006658715742858824,2.6374050159790142e-05,19,0.4779411764705882
OAIResearchMar26,label,19,3.0000000000000004,0.0027649976410329207,False,0.000544746284529073,0.0005371959453861319,10,0.5059984520123839
Jun10PovertyWatcher,label,92,8.0,0.002741176503256706,False,0.001042355450682575,0.006874796940982441,43,0.20820433436532504
OpenAIJul01LangX,label,43,3.0000000000000013,0.002723708609492569,False,0.0004489270117216051,0.001603796068249477,23,0.3341718266253869
BalanceResearcher2,label,47,5.9999999999999964,0.002690750615003388,False,0.0007719602461335353,0.027541838031852544,28,0.31269349845201233
AgentVizTB,label,193,2.9999999999999947,0.002663726229961072,False,0.0004732420274869295,0.003512259413460311,188,0.17066563467492257
GroceryNov29Helper,label,71,2.000000000000001,0.002660114989162013,False,0.0003417608796706272,0.0015083489871091673,56,0.22929566563467496
AgentCorsZZ,label,3,3.0,0.002647560030983735,False,0.0006079184085451201,2.7711223059441065e-05,1,0.7883126934984521
Aug09OECDScout,label,53,5.999999999999998,0.0026433136892120056,False,0.0008794791626705894,0.0002988436580749112,31,0.2759287925696595
OpenAIResearchSep8,label,345,3.000000000000004,0.0026330661968581946,False,0.00042311459502812523,0.005857260028382082,291,0.047600619195046434
CashierCoordFeb07OAI,label,60,9.000000000000005,0.0026275376192080933,False,0.0011350043759213455,0.005505645733700294,22,0.24226006191950467
AgentOpenAI20280525,label,158,7.0000000000000036,0.0026128912507648525,False,0.0008916152984348005,0.004225618263821862,56,0.18498452012383904
[Person12],label,196,4.999999999999986,0.002608126197049436,False,0.0007554806054225173,0.004318204386829474,188,0.1664086687306502
AgentDataUSAResearchX,label,236,2.999999999999992,0.0025785915158052196,False,0.0004280461826183606,0.004639361394015075,188,0.1530572755417957
[User3],label,359,2.9999999999999853,0.0025708058698705595,False,0.00040466962280646517,0.010961316239470787,339,0.023026315789473673
AgentHelper923,label,27,5.000000000000003,0.0025637615762539394,False,0.000692633559301214,0.018171349327728247,15,0.4078947368421053
OpenAIHealthdataCVDMay12,label,56,5.00000000000001,0.002513567489072148,False,0.000678750891353326,0.000691846133930327,53,0.2532894736842105
FreshReaderXYZ,label,114,6.000000000000006,0.0025115920410523117,False,0.0007856773440484136,0.0021385121263602373,53,0.19098297213622295
SectorAgentDec25X,label,133,5.999999999999995,0.002439282770031878,False,0.0008001837738128924,0.0028020624913035943,52,0.18575851393188858
ArchX,label,350,1.999999999999987,0.002436704047743094,False,0.0002803251709412737,0.0032374556822691793,339,0.03289473684210531
OpenAIResearcherFeb,label,496,3.9999999999999756,0.002423949559602382,False,0.0005359961450070404,0.00881480925462238,339,-0.014318885448916463
OAI4FFEJul16Current,label,142,9.000000000000012,0.002406682173828445,False,0.0010930836978439021,0.00459477284824168,53,0.18285603715170273
OpenAIJan18Scout,label,66,9.999999999999998,0.002387136095755,False,0.0015428237762911791,0.00010756975887827408,53,0.22716718266253866
ResearchHelperNovOne,label,317,2.9999999999999956,0.0023753291319779835,False,0.00053306856921854,0.0028628918186341624,291,0.09520123839009287
OpenAIHelperNov17X,label,57,5.999999999999997,0.0023696575635134016,False,0.0007555070523872518,0.003298095746814443,26,0.24380804953560364
AgentResearchXYZ,label,20,3.000000000000001,0.0023695831647835286,False,0.0004812686980648625,0.00015889952085087268,19,0.4829721362229102
OpenAICite,label,648,9.000000000000066,0.002369406027636869,False,0.0010267215520966628,0.039984400574362707,339,-0.0522445820433437
OpenAIDataBridge,label,63,8.999999999999996,0.002365202866164437,False,0.0012424032083837285,0.02564465634953089,25,0.22890866873065008
AgentResearchMassX,label,403,7.000000000000054,0.0023567007734297935,False,0.0008676441093428776,0.027669270542246598,339,0.003095975232198067
AgentNewMediaZZ,label,665,8.000000000000053,0.0023536835412068715,False,0.0009514574311831963,0.026717556812600504,339,-0.056501547987616196
OpenAISECLinker9902,label,594,11.000000000000036,0.002347110516690326,False,0.0012250840685256342,0.06381264207770358,339,-0.04334365325077405
A,label,354,3.999999999999986,0.002339838458776449,False,0.0005298165263310536,0.009642490063776536,339,0.02263931888544901
AgentMassCustomFinal2026,label,536,6.000000000000079,0.002327746908802489,False,0.0007156397791377491,0.034484940851331504,339,-0.030379256965944235
OpenAIThread42e0Helper,label,62,5.999999999999999,0.002326928099145665,False,0.0008924308009003786,0.003636140606099194,26,0.2289086687306502
AgentUnique1781636626,label,19,3.0,0.0023145757200889864,False,0.0004298105049374014,0.004152173459212989,16,0.4932275541795666
OpenAITestHelper,label,667,10.999999999999897,0.0022935344006743716,False,0.0012324323240163295,0.06298593392847245,339,-0.05921052631578949
ResearchAgentZ,label,237,2.9999999999999907,0.0022926630401008956,False,0.00043328097550831125,0.005930359798695883,188,0.14338235294117652
TransportResearchJun11,label,23,3.000000000000001,0.0022896691716119163,False,0.0005034602682585326,0.0017721311130369924,21,0.442530959752322
OpenAIJan26FPScout,label,6,4.0,0.0022876776475865435,False,0.0006193546576152306,4.147642914810616e-05,3,0.6807275541795665
[Person8],label,6,3.0,0.0022858575514243117,False,0.0004739643858578338,0.0007908058076790295,4,0.6803405572755419
AgentPrepResearch42,label,2,2.0,0.002276529821843534,False,0.00032570578075138577,0.0013230897829730206,1,0.8157894736842105
ArchivHelperXYZ,label,292,1.999999999999997,0.002276529821843534,False,0.0003586591578398041,0.0022142720742278047,291,0.10952012383900922
Thread42e0CurrentAgent,label,5,2.0,0.0022765298218435327,False,0.0003706267432545569,0.0002211384469211553,4,0.7089783281733746
ResearchHelper2026,label,9,2.0,0.0022765298218435323,False,0.0003673953625820635,0.000773982141049443,8,0.6166795665634675
AIHWResearchHelper,label,215,2.9999999999999853,0.0022641679940369193,False,0.000532814611967051,0.0036621856288096273,188,0.14531733746130027
GuestResearch378611,label,566,6.000000000000066,0.0022576886405924986,False,0.0007374294138427527,0.029937759706696945,339,-0.04721362229102166
ArchiveResearcher,label,87,9.000000000000004,0.002220157670920304,False,0.0012527186026455035,0.0028489680295609083,43,0.19756191950464397
Agent008HelperMD,label,653,10.999999999999966,0.0021945972758530686,False,0.0012276860126400257,0.06030090747219468,339,-0.0619195046439629
OpenAIResearcherXYZ,label,431,7.9999999999999805,0.002194559071544243,False,0.0009592920474366443,0.019086924426976952,291,-0.01044891640866874
Agent0AddJS,label,498,6.000000000000061,0.0021906238466595524,False,0.0007182764798573692,0.026198798466897242,339,-0.02592879256965952
OpenAiDenomSep03,label,163,9.000000000000005,0.0021774085992961995,False,0.0010866192705914863,0.007265388959952182,56,0.16950464396284826
AgentOpenAISep7,label,153,10.999999999999973,0.0021372835088313115,False,0.0013720403289963095,0.0047694836674372085,53,0.16989164086687303
AgentX,label,278,10.999999999999996,0.0021287965758152987,False,0.0012791106636523759,0.07794617654321956,188,0.13506191950464397
AgentResearchX,label,92,4.999999999999991,0.002102483892593748,False,0.0006906823599807391,0.0026986754714430155,49,0.18846749226006188
OpenAISecCountyHelperZeta12,label,387,8.000000000000066,0.002100919844076109,False,0.0009011946312450014,0.049288776435241675,339,-0.005417956656346812
OAIJul20SectorAgent,label,123,6.000000000000001,0.0020947964023211503,False,0.0007446246053114812,0.0021696623044894447,53,0.17221362229102166
AgentBridgeFast,label,624,8.000000000000062,0.002059690147413995,False,0.0009055317033612293,0.05213956156927686,339,-0.056695046439628416
LinkHelper771,label,541,8.000000000000064,0.0020566085807320117,False,0.0009240440722350136,0.04332852307976219,339,-0.04334365325077394
AgentHexSlicesJun22,label,569,7.000000000000078,0.0020509360059005233,False,0.0008438651170343006,0.025731066503666612,339,-0.05263157894736836
OECDEquityMar15Agent,label,55,6.999999999999999,0.0020230018748767778,False,0.001006019708469902,0.00032444556803986886,31,0.24342105263157898
CashierCoordDec29OAI,label,309,2.999999999999996,0.002006874271495428,False,0.0004085195244935087,0.0032569710410549203,291,0.08494582043343657
AgentTrial8294,label,660,11.99999999999991,0.0019965299238990848,False,0.0013377499503753078,0.0559639275949045,339,-0.06849845201238391
OurResearchAgent999,label,309,2.9999999999999956,0.001991350260001812,False,0.0003874496736992255,0.004402593109953122,291,0.08417182662538703
GuestResearch55254,label,351,2.9999999999999845,0.0019816187905042147,False,0.0004637791103900214,0.004002981738333862,339,0.014318885448916463
AgentLinkJuneSec,label,643,11.999999999999915,0.0019747258027169533,False,0.0013162016108874536,0.07712117811229807,339,-0.06540247678018574
OpenAINov14HelperA2,label,8,2.0,0.0019477781621325893,False,0.0004210310825407715,4.273592969061071e-05,6,0.6288699690402477
OAIJun09Research,label,25,2.9999999999999996,0.0019255538808532673,False,0.0005603491876578477,0.0002160170361659236,13,0.4106037151702786
MassConditionalHelper2,label,495,10.000000000000057,0.0019208371790795774,False,0.0011083040569145315,0.050150933644271554,339,-0.032120743034055765
AgentRawHelper999,label,509,8.999999999999941,0.001920148954613557,False,0.00101504700404756,0.06667707308493517,339,-0.034055727554179516
ResearchAgentAug01,label,115,8.00000000000001,0.0018986610525442455,False,0.00103321562833297,0.010520261779834433,53,0.16950464396284826
AgentTryTest,label,633,6.0000000000000036,0.0018921029824298463,False,0.0007312428760095955,0.01752238633536124,339,-0.06462848297213619
OpenAIResearchNov22,label,65,3.9999999999999996,0.0018881271445796138,False,0.0005659940839820821,0.0012857846775765319,25,0.20917182662538703
PublicDataRefsABC,label,452,5.999999999999979,0.0018877660485344598,False,0.0007334725924928669,0.056531290428323555,291,-0.023800309597523217
OAIEquityDec02,label,45,8.999999999999996,0.001832773719605844,False,0.001255658045384107,0.00043136360611844237,31,0.2943111455108359
AgentEdit32584860,label,365,6.000000000000047,0.001821135335197371,False,0.0007158862111762114,0.0225164991377846,339,-0.004063467492260053
AgentOpenResearch,label,79,15.000000000000009,0.0018144612898680595,False,0.0016277868632144975,0.018829303357424172,32,0.19311145510835914
Agent13Short,label,476,7.000000000000057,0.0018065465976637499,False,0.0008279851351381541,0.03615283219213231,339,-0.03347523219814241
AgentStatusFilter,label,306,4.999999999999996,0.0018049279480217048,False,0.0006871341003261502,0.004205648357636432,291,0.07972136222910209
ResearchHelperXYZ987,label,33,4.999999999999998,0.0017824901224867008,False,0.0007506670935204969,0.008517024096527846,20,0.34732972136222906
AgentMass3,label,628,6.000000000000011,0.0017781626003862511,False,0.0007555928261040754,0.023650807525328898,339,-0.06695046439628483
UniquePager,label,647,5.000000000000065,0.001739932961767733,False,0.0006304235226440197,0.015478931333045214,339,-0.07256191950464397
OpenAIAug21ConstructionX,label,61,4.999999999999999,0.0017284215427986287,False,0.0007131502862490616,0.002222177486348661,43,0.21246130030959753
OpenAIMay08Scout,label,23,3.000000000000001,0.001706129342519293,False,0.0005128917785413781,7.370437233994755e-05,19,0.42511609907120745
AgentMapCite8x,label,425,24.999999999999893,0.001667707272230792,False,0.002611924959164161,0.19927730715768358,339,-0.02283281733746123
PosterX,label,108,7.0,0.001662994847003407,False,0.0008471532770566035,0.023820262480154026,60,0.1669891640866873
