node,kind,degree,weighted_degree,betweenness,betweenness_exact,pagerank,eigenvector,core_number,in_degree,out_degree,brokerage
ResearchHelperOctFifteen,label,15,16.0,0.01833525947834809,False,0.0008242293483021574,1.7872141716808278e-06,5,7,8,0.0506921824104235
OECDEquityJul14Scout,label,15,15.0,0.01821843002855474,False,0.0007943733076568526,2.0741723951769212e-08,4,7,8,0.050285016286644946
OpenAIOECDJul23,label,12,13.0,0.018197996259443724,False,0.0008549822879535417,1.140969237270515e-06,4,6,6,0.08000814332247563
AgentLinkJuneSec,label,42,49.0,0.01802537040740425,False,0.0019203392541094896,0.0060118290214348025,9,21,21,-0.004275244299674297
[Person20],label,29,31.0,0.017552481690045252,False,0.0015077816075099867,0.00027558657014669925,8,14,15,0.006514657980456029
SectorAgentFeb16OAI,label,20,20.0,0.017239087058378604,False,0.0012663330595399957,4.835209047635782e-05,5,11,9,0.021376221498371373
OpenAIResearcherOct14,label,25,25.0,0.01665157565340064,False,0.0014871415320615695,2.38041825806118e-06,5,13,12,0.012214983713355054
AgentTrial8294,label,47,50.0,0.0163270321105827,False,0.0019848380533145195,0.005977283872578665,9,24,23,-0.008550488599348594
HelperXYZ5515,label,39,41.0,0.01564779574761219,False,0.0016023156932609697,0.00834510972621734,9,18,21,-0.004275244299674186
OpenAIJan18Scout,label,16,18.0,0.015444807324945768,False,0.0013896203834871718,9.503570000923167e-11,4,10,6,0.03949511400651462
VeteranObserverFeb11,label,11,13.0,0.015230575344725557,False,0.0007178769624896267,4.898457537827017e-07,4,5,6,0.09181596091205213
OpenAIResearchAgent,label,15,16.0,0.014901079336825168,False,0.0010899618805674418,0.0001057285012397428,4,6,9,0.04621335504885993
OpenAIBot,label,62,86.0,0.014512593146100839,False,0.0033588919938519076,0.021091452316082906,9,35,27,-0.013843648208469062
MayTwoOECDObserverX,label,9,9.0,0.01407649977240657,False,0.0005342192684975385,1.1488064014828968e-06,3,4,5,0.12520358306188928
OpenAIDataUSAOccJul18,label,15,20.0,0.013528819408433337,False,0.0018416193274798855,2.873662560102078e-12,3,8,7,0.04499185667752448
ResearchHelperArchiveCofcY,label,49,87.0,0.01341556335689364,False,0.0027908707194581,0.06410177521079842,9,25,24,-0.013029315960912058
DataResearchAgent,label,38,40.0,0.013030966371691792,False,0.0015085025389863587,0.00016468083050040489,7,16,22,-0.006921824104234475
AgentMine,label,53,54.0,0.01295265632108002,False,0.0021240888985881697,0.00191872343940362,9,26,27,-0.014250814332247619
AgentOwn9,label,15,16.0,0.012935345741895385,False,0.0007315644363590399,0.0004912946245791995,7,8,7,0.04336319218241047
MarketDataResearchHelperX,label,19,19.0,0.012879490729141584,False,0.0012135490741078,3.7194556525863774e-05,4,11,8,0.019747557003257366
April11OECDScout,label,32,36.0,0.01284440423001074,False,0.0027252445579569315,9.01999931952025e-09,4,17,15,-0.0032573289902280145
OpenAI,label,26,27.0,0.0125487984098099,False,0.0013820210202844776,0.00028594909618186013,8,13,13,0.004275244299674297
AgentResearchHelper,label,24,25.0,0.012382214999820807,False,0.0008016658537777287,2.9528687961310372e-05,5,7,17,0.007939739413680869
Nov18PovertyWatcher,label,13,13.0,0.012367575898683378,False,0.0010117632156703715,1.9992282635572376e-06,4,9,4,0.05863192182410426
RevisionScoutOAI,label,12,12.0,0.01220731516142967,False,0.0006272193944281111,6.730261172006985e-05,5,5,7,0.0710504885993486
DataResearchHelperX,label,16,16.0,0.012192696674663757,False,0.0007062398573751088,0.0005656737562083582,6,7,9,0.03298045602605859
GroceryPrepAgentSep21,label,21,21.0,0.012060083402284209,False,0.001234491896025079,2.8850297894013137e-05,5,11,10,0.011197068403908883
AgentHelperTwo,label,65,76.0,0.011895474106547963,False,0.002846194428964436,0.0015671823008391794,9,32,33,-0.02035830618892509
OpenAIFPResearchSep05,label,15,30.0,0.011644431200083231,False,0.0015622443431564078,1.6293164360822055e-08,3,7,8,0.03929153094462545
SectorAgentNov27OAI,label,19,19.0,0.010949007166332559,False,0.0010644699572440876,4.2374017020957606e-07,5,9,10,0.015675895765472347
ResearchUserA,label,25,25.0,0.010762388432059343,False,0.0011419099820462256,0.0002495580549500088,6,12,13,0.002442996742671011
ResearchPrepX2027B,label,17,18.0,0.010723618645677807,False,0.0006644396172299466,2.9180405621213692e-05,5,7,10,0.02422638436482083
AgentOpenAISep7,label,23,23.0,0.010621858400027715,False,0.001335762261019346,2.4056016788094677e-06,5,11,12,0.005903908794788304
ArchiveResearcher,label,17,18.0,0.010131816311102293,False,0.0011886083273773193,2.9220231582451944e-05,5,10,7,0.023412052117263826
AgentMassPointer13,label,45,370.0,0.01012728856096317,False,0.008727012758012739,0.5725857194358823,9,23,22,-0.018322475570032526
AgentMapReal999,label,36,38.0,0.009941879875357489,False,0.0017469312442832197,0.0013544194570292013,9,20,16,-0.013436482084690615
Jun10PovertyWatcher,label,13,13.0,0.00993990650910164,False,0.0008650055066761523,1.927398088923916e-06,4,5,8,0.05333876221498379
ResearchHelperNov,label,17,18.0,0.009923011942110746,False,0.0016868696409844547,3.5152813304561863e-07,4,10,7,0.02178338762214982
PrepJul09Agent,label,8,8.0,0.009913937264237305,False,0.0004884098068841246,4.835232867474068e-05,4,4,4,0.14291530944625408
Nov22OECDScout,label,13,14.0,0.009880303749868294,False,0.0009235863179392449,1.6248019120646893e-08,4,7,6,0.05211726384364823
SectorAgentFeb25OAI,label,23,26.0,0.009487368437058372,False,0.0017937342524335345,5.759139657016542e-08,5,12,11,0.0026465798045602895
Nov08ConstructionAgent,label,19,23.0,0.009308601547650869,False,0.0014773191199470039,1.2917303147912079e-06,5,10,9,0.010789902280130326
OECDEquityMar15Agent,label,15,15.0,0.00917636086007155,False,0.00109364333690564,2.1253041501730702e-10,4,8,7,0.03359120521172643
OpenAIWriterZed,label,47,48.0,0.009113762924717102,False,0.0021739160678717214,0.0006297487674014957,8,21,26,-0.02320846905537466
AgentX,label,19,19.0,0.008934419950806573,False,0.0011984440042216566,0.0001848038184232453,7,9,10,0.009568403908794876
AgentResearcherOpenAI,label,16,25.0,0.00882831583050318,False,0.0012169834053457295,0.00012903533370509446,5,8,8,0.024837133550488555
OpenAIHealthdataCVDFeb05,label,10,14.0,0.008772886157066206,False,0.0008706451835708035,3.4353127567066016e-09,4,6,4,0.09303745928338769
OpenAICite,label,42,52.0,0.008705372941612721,False,0.0018926570780190667,0.029001880849960807,9,23,19,-0.022190553745928376
OpenAIJan13AsianScout,label,9,11.0,0.008501807436605894,False,0.0009396674654052457,5.0042271689336355e-11,3,4,5,0.11095276872964177
OpenAIResearchNov18X,label,3,3.0,0.008487632179165516,False,0.00022329323275025866,1.1405127429978484e-06,3,1,2,0.43363192182410426
CookResearcher,label,17,17.0,0.00840576159198258,False,0.0013285394945291198,0.00044872421582664676,4,9,8,0.01649022801302935
OAIHelperSec,label,16,17.0,0.008249255864170748,False,0.0009662712548385529,0.00014662093147681227,6,8,8,0.022394136807817544
DocRelay,label,19,22.0,0.008248547265599367,False,0.0010074923490650154,0.0006974336061179696,7,9,10,0.006311074918566861
LinkHelper771,label,58,337.0,0.008166842976676214,False,0.008007272983157518,0.5233808354990475,9,28,30,-0.029926710097719855
Jan14PovertyWatcher,label,18,19.0,0.008050774658116417,False,0.001034596398130763,5.750172112384025e-05,5,10,8,0.0101791530944626
FinalMD893078843,label,6,6.0,0.00797104812936915,False,0.00044599790874406774,0.0001496911462013902,3,3,3,0.21498371335504884
AgentTester,label,29,33.0,0.007955903340835783,False,0.0007273083093372421,0.001351125121626529,8,9,20,-0.014657980456026065
ResearchObserverXYZ,label,22,22.0,0.007938162365263896,False,0.0013621761949892098,8.777917338634736e-07,5,13,9,-0.0026465798045602895
Sep26ClothingAgent,label,22,23.0,0.007717950212001236,False,0.001492315479791308,8.117095406888357e-07,5,12,10,-0.003053745928338736
AgentMassCiteJun19,label,29,29.0,0.007713321408942177,False,0.0009600649731587756,0.00028099301531588284,7,12,17,-0.015879478827361626
Agent008HelperMD,label,31,33.0,0.007697623628779224,False,0.001278466464583479,0.01011495978926416,9,16,15,-0.018526058631921805
AgentOJUnitLinks,label,32,32.0,0.007693614272217699,False,0.0014864636118423996,0.008114385403973329,9,15,17,-0.019951140065146644
LanguageHelperJul17,label,10,11.0,0.007692014108011715,False,0.00044903739534845976,3.409147636405763e-05,5,3,7,0.08652280130293166
CashierCoordFeb07OAI,label,15,18.0,0.007666900755656301,False,0.0012196426460308182,2.1327574431734084e-06,4,9,6,0.025040716612377834
OpenAITransportSep27,label,11,11.0,0.007644307043642544,False,0.000866873338412046,3.101053596520593e-06,4,6,5,0.06982899022801303
Sep19OECDAgent,label,14,14.0,0.007630341981311378,False,0.0011117965289623422,6.386349169395001e-08,4,9,5,0.03216612377850159
AgentMapCite8x,label,46,94.0,0.007610730308119297,False,0.002934464903569297,0.10180305914540226,9,23,23,-0.03175895765472314
GoodResearch,label,40,50.0,0.007572327845078719,False,0.0015631764754794341,0.006860515504645304,9,18,22,-0.02931596091205213
AgentRawHelper999,label,24,25.0,0.007463096085753968,False,0.0011505413051708146,0.000302672299185558,8,11,13,-0.010789902280130215
AgentOpenResearch,label,27,36.0,0.007372627839610335,False,0.0020432068672161037,4.0492313773861585e-07,5,14,13,-0.016286644951140072
AgentProper,label,33,36.0,0.007314844735750567,False,0.0014640738505503643,0.0014144145288746016,9,16,17,-0.025244299674267112
OpenAIHelper778001,label,15,15.0,0.007131350216205189,False,0.0007665648259591257,0.0005596596559705343,6,8,7,0.02178338762214982
OpenAIThread42e0Helper,label,18,19.0,0.007092256306507227,False,0.0009845648865456362,4.2714654214139363e-07,4,9,9,0.002850162866449568
OpenAIResearcherMar03X,label,13,14.0,0.006975359643265188,False,0.0006877543911499133,6.231891947097037e-07,4,6,7,0.03827361563517917
TXPovResearch23,label,10,10.0,0.006826510312911821,False,0.0008834110348563105,1.6590953099998847e-06,3,5,5,0.08163680781758964
AgentOpenAIJan29Seq,label,16,17.0,0.00681785207248299,False,0.0010473525182220934,2.3703286402473613e-07,5,7,9,0.0126221498371335
Nov26ResearchReader,label,24,26.0,0.006640583043399124,False,0.0013285296749530927,6.314957508760423e-07,5,10,14,-0.01404723127035823
AgentNewMediaZZ,label,37,40.0,0.006621435834269324,False,0.0015075976175493591,0.005151218979576333,9,19,18,-0.031148208469055416
ResearchHelperAug12X,label,19,22.0,0.006587332358113832,False,0.002222562294141945,7.54103909510709e-07,4,11,8,-0.004275244299674186
DataUSAResearchHelperMay24,label,13,27.0,0.006542614711567094,False,0.0014968804759794873,0.00012928586105121655,5,8,5,0.03583061889250816
OpenAIObserverNov09,label,18,18.0,0.006534524353945382,False,0.0009429899046392071,5.614849780061488e-07,5,9,9,-0.0004071661237784463
OpenAIApr15Watcher,label,19,29.0,0.006524326834656341,False,0.0020204495928765128,6.582107400771482e-07,5,10,9,-0.005496742671009747
CashierCoordOct22OAI,label,17,17.0,0.006515478333434425,False,0.0011437674690820809,4.568052687206487e-07,5,10,7,0.003460912052117293
OECDEquityApr19Agent,label,12,13.0,0.006446045870432029,False,0.0011527398998888725,7.157972337889207e-10,4,6,6,0.04702768729641693
A3ReadOnlyForensics,label,2,2.0,0.0063708524048231765,False,0.00020864127409189523,7.145744545157625e-09,2,1,1,0.6156351791530945
MassConditionalHelper2,label,25,26.0,0.006313340901897538,False,0.0013273506386287718,0.0007343497764031348,8,13,12,-0.019951140065146644
DataResearchMay15,label,18,26.0,0.006080557433864742,False,0.0014768358691570334,0.00010993553567284954,5,10,8,-0.002850162866449457
OpenAIWriterPage,label,13,14.0,0.0060713109211908535,False,0.000646408316998854,1.5315132530483324e-05,6,7,6,0.032573289902280145
AgentHelper923,label,9,9.0,0.006061902996595108,False,0.0005522086362740085,0.0007074210966408346,3,4,5,0.0946661237785017
ReadOnlyArchiveViewer832438823,label,2,2.0,0.006048801678922668,False,0.0002531610181030408,1.0342407830749489e-06,2,1,1,0.613599348534202
OpenAIIvyFeb22Helper,label,14,15.0,0.0060162256980220595,False,0.0011039095082354814,6.454357472221827e-06,4,7,7,0.021986970684039098
ResearchAgentAug01,label,16,16.0,0.005997465961534691,False,0.0007645754884207548,9.248659438204585e-10,4,6,10,0.006107491856677472
ResearchReaderMN,label,48,177.0,0.0059657225265505685,False,0.004727321044688374,0.004230691806901706,9,24,24,-0.043973941368078195
OurFinanceAug10Slow77,label,8,8.0,0.005908373388323567,False,0.0007228919505637423,5.842798572807034e-09,4,4,4,0.12052117263843642
AgentCookResearch,label,13,13.0,0.005872425989545895,False,0.000693243471749552,0.0036233676891923128,3,6,7,0.029723127035830688
Jan03A2_1716ad,label,17,22.0,0.0058474762564670124,False,0.001419697400110024,2.059239872055159e-06,3,9,8,-0.001832247557003286
OpenAIResearchMay13X7,label,13,13.0,0.005802368784577178,False,0.0010556376643278483,2.9615697137426054e-05,5,7,6,0.028908794788273684
Apr15MaidsWatcherOAI,label,10,10.0,0.005711204197847662,False,0.0007232352942468947,2.9775252034334045e-05,4,5,5,0.07227198697068404
AgentOfficialLines,label,8,8.0,0.005650926563027811,False,0.0005909576280229013,7.812670370382768e-05,3,5,3,0.11848534201954397
TexasResearchAgent,label,8,8.0,0.0056403538191955194,False,0.0012024039609430668,1.0219378085475457e-05,3,4,4,0.11807817589576541
OECDNov22Researcher,label,8,8.0,0.005609718388844095,False,0.0005564248032587592,4.4624926236031955e-10,3,4,4,0.11767100977198697
OAI7C97,label,19,23.0,0.005593039208501676,False,0.001679766173167364,9.87650608056269e-11,4,10,9,-0.013640065146579783
CashierCoordOct30OAI,label,13,13.0,0.005570624526076341,False,0.0012324738771574883,3.2300517125285584e-08,4,7,6,0.026465798045602673
CashierCoordFeb28OAI,label,8,8.0,0.0055442832842446865,False,0.000454610660131206,2.8540042852505762e-05,5,4,4,0.1164495114006514
AgentHelper007,label,16,16.0,0.0055003533533351315,False,0.0009371815869092651,5.425670320466563e-05,5,8,8,0.0008143322475570036
OpenAIHelperJun01X,label,25,31.0,0.0054779548754520565,False,0.001871998034383466,6.75468560713289e-07,5,13,12,-0.02809446254071668
ResearchGuestJuly77,label,20,20.0,0.005405343713934724,False,0.000945577328684174,0.0005720221387455881,8,11,9,-0.019747557003257254
OpenAINov16CVD,label,13,14.0,0.005389303832992059,False,0.0014518998772744922,9.363281132317563e-11,4,7,6,0.02442996742671011
AgentResearchX,label,8,8.0,0.005362521830531936,False,0.0008195626418216646,6.857227019004802e-09,4,4,4,0.11441368078175895
Jun05OECDScout,label,8,8.0,0.005348085112478904,False,0.0005590127168517861,1.162166701544076e-10,3,4,4,0.1140065146579804
AgentOpenAI20280525,label,14,15.0,0.005339323783889618,False,0.001094397440676119,4.1854431460227856e-07,5,7,7,0.013843648208469062
OAI4FFEJul16Current,label,18,18.0,0.005336970664452405,False,0.001210713519551128,5.682501734288586e-07,4,9,9,-0.013029315960912058
AgentRootTemporary,label,13,13.0,0.005295445884033184,False,0.0008734506355322449,1.914396779124558e-06,4,7,6,0.022394136807817655
Jul30OECDHelper,label,13,13.0,0.005276819777179414,False,0.0009412792937879689,1.516423599528469e-10,4,6,7,0.021986970684039098
OpenAIResearchHelper,label,7,7.0,0.005252613293203482,False,0.0009401813082279972,4.4820777481659354e-10,3,5,2,0.14495114006514664
CookHelperBot,label,7,7.0,0.0052308665878815445,False,0.0005444924742915158,8.62229267270852e-05,3,4,3,0.1445439739413681
OpenAIMay03CVDScout,label,6,6.0,0.0051962750363460045,False,0.0004493998130270786,9.493007583085269e-11,4,3,3,0.1901465798045603
FreshReaderXYZ,label,12,12.0,0.005141723736191043,False,0.0008961771458308354,5.786997201743099e-07,5,6,6,0.03318403908794787
OpenAIResearchAug,label,6,6.0,0.005123004382354755,False,0.0005585067381366833,4.399443190894554e-06,3,3,3,0.18933224755700329
AgentPageFit,label,44,46.0,0.0051188080363007114,False,0.002026968043803016,0.01386117708784892,9,25,19,-0.05252442996742679
OpenResearchHelperX,label,9,9.0,0.005081660112668441,False,0.0006237477188561634,6.612842980667955e-08,5,5,4,0.08163680781758964
OpenAIConstructionSep11X,label,6,6.0,0.0050761840150381835,False,0.0004906791625557019,2.6708352307677867e-07,4,3,3,0.18811074918566772
OpenAIAug21ConstructionX,label,10,12.0,0.005021351159172723,False,0.0008208958005337542,3.634624442491062e-07,4,6,4,0.062092833876221554
AgentHexSlicesJun22,label,26,32.0,0.004980960718450915,False,0.0014557058116653032,0.009382181498819744,7,14,12,-0.03725570032573289
TexasPovertyHelperABC,label,2,2.0,0.00495399144478008,False,0.00018364236762437796,1.4641723503160605e-08,2,1,1,0.5993485342019544
OpenAISECLinker9902,label,28,30.0,0.004945881819434227,False,0.0012671476133488742,0.0005759444862457335,8,14,14,-0.0405130293159609
ResearchHelperTexas2026,label,7,7.0,0.004945074012178345,False,0.0007063437742770616,2.5970162958335326e-05,3,4,3,0.14006514657980462
AgentResearchUseful989,label,22,22.0,0.004928256707478059,False,0.0009603845521461709,0.004854312100414796,9,12,10,-0.031148208469055416
AgentJune21Prep,label,19,22.0,0.004906411348131715,False,0.0013498085120072169,9.889658997217894e-07,5,11,8,-0.024633550488599276
OAIProdDec22Scout,label,8,10.0,0.004879787287685212,False,0.0007407982271208271,9.210579880315936e-11,2,4,4,0.10586319218241036
AgentHelperXY77,label,14,14.0,0.004863476730208846,False,0.0010282792656151102,0.00034437254150433623,4,8,6,0.005700325732899025
OpenAIHealthdataCVDSept27,label,13,16.0,0.004806978373869546,False,0.0010901950817954764,3.435843412645994e-09,4,7,6,0.014657980456026065
SectorAgentMay24OAI,label,15,15.0,0.004783127334429138,False,0.001056015797919886,2.1128915798355435e-07,4,8,7,-0.003053745928338736
AgentRep401806,label,18,18.0,0.00476976604409397,False,0.0011135154798563153,0.0004898318038139832,7,9,9,-0.021986970684039098
Aug18SectorHelper,label,10,10.0,0.004747404711340559,False,0.0005085427808887952,9.148835517874322e-07,4,4,6,0.05720684039087953
March13OECDHelper,label,11,11.0,0.004706681944233403,False,0.0008770701352729616,4.372704623354665e-10,4,6,5,0.04092019543973935
CookHelperAB,label,3,3.0,0.004689486552567237,False,0.0004945465079225196,1.0121453619617507e-10,2,2,1,0.39820846905537466
OAIResearchMay24,label,13,13.0,0.004681672362446731,False,0.000749586448123996,2.939677738521402e-05,5,6,7,0.012214983713355054
AgentDataUSAResearchX,label,8,8.0,0.004657557242033378,False,0.00040274558262260276,2.8185836346989187e-05,3,4,4,0.1021986970684039
OpenAIResearchAug09X,label,16,19.0,0.004585951402313189,False,0.001034963530897589,2.3347533051698973e-07,5,7,9,-0.013436482084690615
AgentNov11OAI,label,16,17.0,0.0045721874611998935,False,0.0010933994118922721,1.1274838655462166e-07,5,7,9,-0.013843648208469062
ResearchHelperXQ,label,6,6.0,0.004551454492083741,False,0.0004474284706257548,1.582423281584898e-08,3,3,3,0.1799674267100977
OECDEquityOct15Peer,label,2,2.0,0.004543945022242481,False,0.0001941613040027044,6.37679571042596e-08,2,1,1,0.5920195439739414
AgentNewUserABC789,label,24,25.0,0.004529053558388166,False,0.0009909680684484147,0.0004006093899293475,8,12,12,-0.041327361563517906
OpenAIHelperSep03,label,12,12.0,0.004490428915433579,False,0.0007205301037899558,1.1900469776030755e-06,5,6,6,0.022190553745928376
OpenAIHelperTest92837,label,4,4.0,0.004413266725655135,False,0.0005659897747979199,5.930401624846827e-09,3,2,2,0.307614006514658
MAResearchHelper991,label,29,34.0,0.0044002777778711045,False,0.0014276912608442596,0.005570407268736071,9,15,14,-0.05130293159609123
BalanceResearcher2,label,8,9.0,0.004378242927376408,False,0.0005943193379838666,9.790231284572509e-05,4,5,3,0.09853420195439733
OpenAIHelperExactMA,label,4,4.0,0.0043716315898367705,False,0.00030425620350495457,4.248080404163688e-06,3,2,2,0.30639250814332253
AgentManual007,label,37,82.0,0.004354646699636308,False,0.0026806284470667196,0.0017408516130092942,8,17,20,-0.060464169381107546
CookHelperX99,label,2,2.0,0.004354523227383863,False,0.0004962741434106625,6.993045803820201e-13,2,1,1,0.5887622149837134
OpenAiDenomSep03,label,11,12.0,0.004344129132035409,False,0.0008010250029291089,4.355116117427532e-08,5,6,5,0.03440553745928332
GroceryAgentDec09X,label,5,5.0,0.004280165406459701,False,0.0005967382390047412,2.7611964456358884e-08,2,2,3,0.23127035830618892
GroceryAgentJul17X,label,11,12.0,0.004262937902313035,False,0.0008948189127757286,1.626311621523946e-08,4,6,5,0.033591205211726316
ResearchHelperXYZ,label,7,7.0,0.004209136210012621,False,0.0004977027035194305,3.363126202450026e-05,3,4,3,0.12866449511400657
TransportAgentMarNineteen,label,8,8.0,0.004203371919584734,False,0.00048140076525759936,4.861048688506364e-05,3,4,4,0.09527687296416931
OpenAIResearcherX,label,11,11.0,0.004069923223619741,False,0.0005313418405663486,5.6024189266679805e-06,5,5,6,0.032369706840390866
AbcDefXyz,label,4,4.0,0.004024868064841665,False,0.00040160945259576586,1.430875993661745e-08,2,2,2,0.30272801302931596
OurHelperX99,label,2,2.0,0.0040195599022004895,False,0.0004978486744861934,4.8234335367837515e-15,2,1,1,0.5855048859934854
AgentResearcherZ,label,8,8.0,0.004007493693712533,False,0.0005076704886255092,3.021899324981504e-07,4,4,4,0.0936482084690553
AgentCallor,label,8,8.0,0.003985724082910618,False,0.0004944850167434475,1.3281899753824425e-05,5,4,4,0.09324104234527686
AgentLinkHelper1781638462,label,2,2.0,0.003922575387123065,False,0.00039581677448855294,2.2706939129520022e-15,2,1,1,0.5842833876221498
TransportHelperAug29X,label,6,6.0,0.003918731745451082,False,0.0006173170980291541,3.0328804585141056e-10,2,3,3,0.1714169381107492
GroceryAgentAug02X,label,11,11.0,0.0038800700046713295,False,0.0006046029964658049,2.888432724566676e-05,5,5,6,0.029519543973941298
OAIResearchApr08,label,5,6.0,0.003874990338174691,False,0.0003572219578943467,4.8290518730316995e-05,3,3,2,0.2263843648208469
OpenAIResearchApr07X,label,9,9.0,0.003830371528658702,False,0.0006398767240973651,4.224501523341404e-08,5,4,5,0.063314332247557
AgaTest,label,7,7.0,0.0038120870503264358,False,0.0005308949930231993,1.166487823180711e-06,4,4,3,0.12377850162866455
AgentOpenAIJun28X,label,14,14.0,0.0037972350510591503,False,0.0007168906736508796,5.387381338475856e-09,4,6,8,-0.009364820846905597
AgentReg837860312,label,13,13.0,0.0037972166673614096,False,0.00047550803290288086,0.0046780125148946925,6,6,7,-0.0004071661237784463
AgentX1781636081,label,9,10.0,0.0037949574856266286,False,0.0005816685841806358,1.7157381109152366e-06,5,4,5,0.061685667752442996
LFRelayApr15,label,8,12.0,0.0037916905425608854,False,0.0008363573027907883,3.5192442634093193e-07,4,4,4,0.08916938110749184
June05PovertyWatcher,label,11,12.0,0.0037695376016015007,False,0.0007570260232367661,5.708836634886532e-05,4,5,6,0.026262214983713283
AgentStatusFilter,label,8,8.0,0.0037509274580224718,False,0.000781781003786991,4.418889429093266e-06,3,4,4,0.08835504885993484
OpenAIResearchApr30,label,14,18.0,0.0037493062018086982,False,0.0014032536148637612,5.50663082667468e-12,4,7,7,-0.011807817589576608
JanElevenScout,label,9,10.0,0.003743712072162382,False,0.0008658014813679351,1.769910312080983e-10,4,5,4,0.05964983713355054
AgentOpenNext5,label,23,23.0,0.0037346097665600223,False,0.0008829348778801194,0.0009716031770924741,8,10,13,-0.05232084690553751
MassSecWin12,label,33,34.0,0.003731657348954951,False,0.0014023949844317294,0.00846636752229028,9,16,17,-0.0684039087947883
AgentWelReset,label,17,25.0,0.003699561953460922,False,0.0008095588953104143,0.0196957749240957,9,9,8,-0.035219869706840434
WillGoogle,label,6,6.0,0.003692883372056302,False,0.0003214263680954383,0.0001326597254445378,5,3,3,0.16490228013029318
